id,date,store_nbr,family,sales,onpromotion
2398575,2016-09-11,1,BEVERAGES,864.0,2
2398584,2016-09-11,1,GROCERY I,1059.0,11
2400357,2016-09-12,1,BEVERAGES,2453.0,10
2400366,2016-09-12,1,GROCERY I,2664.0,18
2402139,2016-09-13,1,BEVERAGES,1942.0,0
2402148,2016-09-13,1,GROCERY I,2623.0,0
2403921,2016-09-14,1,BEVERAGES,1992.0,6
2403930,2016-09-14,1,GROCERY I,2597.0,23
2405703,2016-09-15,1,BEVERAGES,1766.0,44
2405712,2016-09-15,1,GROCERY I,2290.0,28
2407485,2016-09-16,1,BEVERAGES,2414.0,46
2407494,2016-09-16,1,GROCERY I,2625.0,28
2409267,2016-09-17,1,BEVERAGES,2521.0,54
2409276,2016-09-17,1,GROCERY I,2645.0,27
2411049,2016-09-18,1,BEVERAGES,1177.0,40
2411058,2016-09-18,1,GROCERY I,1200.0,16
2412831,2016-09-19,1,BEVERAGES,2342.0,48
2412840,2016-09-19,1,GROCERY I,2558.0,25
2414613,2016-09-20,1,BEVERAGES,2194.0,54
2414622,2016-09-20,1,GROCERY I,2492.0,28
2416395,2016-09-21,1,BEVERAGES,2159.0,57
2416404,2016-09-21,1,GROCERY I,2753.0,25
2418177,2016-09-22,1,BEVERAGES,1883.0,50
2418186,2016-09-22,1,GROCERY I,2323.0,20
2419959,2016-09-23,1,BEVERAGES,2269.0,53
2419968,2016-09-23,1,GROCERY I,2391.0,28
2421741,2016-09-24,1,BEVERAGES,2340.0,58
2421750,2016-09-24,1,GROCERY I,2496.0,24
2423523,2016-09-25,1,BEVERAGES,1121.0,42
2423532,2016-09-25,1,GROCERY I,1030.0,14
2425305,2016-09-26,1,BEVERAGES,1957.0,56
2425314,2016-09-26,1,GROCERY I,2161.0,23
2427087,2016-09-27,1,BEVERAGES,2009.0,55
2427096,2016-09-27,1,GROCERY I,2255.0,25
2428869,2016-09-28,1,BEVERAGES,2379.0,51
2428878,2016-09-28,1,GROCERY I,2735.0,23
2430651,2016-09-29,1,BEVERAGES,1805.0,53
2430660,2016-09-29,1,GROCERY I,2131.0,24
2432433,2016-09-30,1,BEVERAGES,2028.0,54
2432442,2016-09-30,1,GROCERY I,2579.0,29
2434215,2016-10-01,1,BEVERAGES,2799.0,55
2434224,2016-10-01,1,GROCERY I,3369.0,25
2435997,2016-10-02,1,BEVERAGES,1277.0,43
2436006,2016-10-02,1,GROCERY I,1532.0,16
2437779,2016-10-03,1,BEVERAGES,2762.0,55
2437788,2016-10-03,1,GROCERY I,2982.0,26
2439561,2016-10-04,1,BEVERAGES,2624.0,51
2439570,2016-10-04,1,GROCERY I,2750.0,27
2441343,2016-10-05,1,BEVERAGES,2573.0,54
2441352,2016-10-05,1,GROCERY I,3834.0,35
2443125,2016-10-06,1,BEVERAGES,2342.0,4
2443134,2016-10-06,1,GROCERY I,2458.0,42
2444907,2016-10-07,1,BEVERAGES,2081.0,6
2444916,2016-10-07,1,GROCERY I,2592.0,45
2446689,2016-10-08,1,BEVERAGES,2279.0,6
2446698,2016-10-08,1,GROCERY I,2615.0,40
2448471,2016-10-09,1,BEVERAGES,1221.0,3
2448480,2016-10-09,1,GROCERY I,1361.0,37
2450253,2016-10-10,1,BEVERAGES,2206.0,5
2450262,2016-10-10,1,GROCERY I,2535.0,47
2452035,2016-10-11,1,BEVERAGES,1812.0,7
2452044,2016-10-11,1,GROCERY I,2390.0,44
2453817,2016-10-12,1,BEVERAGES,2584.0,8
2453826,2016-10-12,1,GROCERY I,2722.0,48
2455599,2016-10-13,1,BEVERAGES,1664.0,5
2455608,2016-10-13,1,GROCERY I,2093.0,41
2457381,2016-10-14,1,BEVERAGES,2647.0,11
2457390,2016-10-14,1,GROCERY I,2637.0,53
2459163,2016-10-15,1,BEVERAGES,2212.0,9
2459172,2016-10-15,1,GROCERY I,2562.0,44
2460945,2016-10-16,1,BEVERAGES,1454.0,5
2460954,2016-10-16,1,GROCERY I,1494.0,35
2462727,2016-10-17,1,BEVERAGES,2490.0,7
2462736,2016-10-17,1,GROCERY I,2605.0,47
2464509,2016-10-18,1,BEVERAGES,1895.0,9
2464518,2016-10-18,1,GROCERY I,2443.0,46
2466291,2016-10-19,1,BEVERAGES,2563.0,8
2466300,2016-10-19,1,GROCERY I,2788.0,51
2468073,2016-10-20,1,BEVERAGES,2176.0,8
2468082,2016-10-20,1,GROCERY I,2445.0,41
2469855,2016-10-21,1,BEVERAGES,2469.0,14
2469864,2016-10-21,1,GROCERY I,2438.0,47
2471637,2016-10-22,1,BEVERAGES,2570.0,17
2471646,2016-10-22,1,GROCERY I,2755.0,43
2473419,2016-10-23,1,BEVERAGES,1106.0,10
2473428,2016-10-23,1,GROCERY I,1360.0,29
2475201,2016-10-24,1,BEVERAGES,1783.0,15
2475210,2016-10-24,1,GROCERY I,2455.0,41
2476983,2016-10-25,1,BEVERAGES,2090.0,15
2476992,2016-10-25,1,GROCERY I,2783.0,37
2478765,2016-10-26,1,BEVERAGES,2032.0,47
2478774,2016-10-26,1,GROCERY I,2785.0,97
2480547,2016-10-27,1,BEVERAGES,2143.0,42
2480556,2016-10-27,1,GROCERY I,2633.0,69
2482329,2016-10-28,1,BEVERAGES,2576.0,38
2482338,2016-10-28,1,GROCERY I,2854.0,73
2484111,2016-10-29,1,BEVERAGES,2574.0,45
2484120,2016-10-29,1,GROCERY I,2652.0,75
2485893,2016-10-30,1,BEVERAGES,1059.0,36
2485902,2016-10-30,1,GROCERY I,1364.0,57
2487675,2016-10-31,1,BEVERAGES,1777.0,45
2487684,2016-10-31,1,GROCERY I,2332.0,72
2489457,2016-11-01,1,BEVERAGES,3009.0,45
2489466,2016-11-01,1,GROCERY I,4118.0,63
2491239,2016-11-02,1,BEVERAGES,873.0,43
2491248,2016-11-02,1,GROCERY I,1074.0,59
2493021,2016-11-03,1,BEVERAGES,739.0,36
2493030,2016-11-03,1,GROCERY I,888.0,48
2494803,2016-11-04,1,BEVERAGES,1637.0,52
2494812,2016-11-04,1,GROCERY I,1686.0,71
2496585,2016-11-05,1,BEVERAGES,1839.0,42
2496594,2016-11-05,1,GROCERY I,1860.0,63
2498367,2016-11-06,1,BEVERAGES,1054.0,43
2498376,2016-11-06,1,GROCERY I,1142.0,57
2500149,2016-11-07,1,BEVERAGES,2538.0,42
2500158,2016-11-07,1,GROCERY I,3004.0,71
2501931,2016-11-08,1,BEVERAGES,2542.0,46
2501940,2016-11-08,1,GROCERY I,2966.0,73
2503713,2016-11-09,1,BEVERAGES,3557.0,48
2503722,2016-11-09,1,GROCERY I,4669.0,94
2505495,2016-11-10,1,BEVERAGES,2251.0,50
2505504,2016-11-10,1,GROCERY I,2466.0,83
2507277,2016-11-11,1,BEVERAGES,2351.0,43
2507286,2016-11-11,1,GROCERY I,2660.0,83
2509059,2016-11-12,1,BEVERAGES,2626.0,41
2509068,2016-11-12,1,GROCERY I,2753.0,75
2510841,2016-11-13,1,BEVERAGES,1221.0,34
2510850,2016-11-13,1,GROCERY I,1353.0,62
2512623,2016-11-14,1,BEVERAGES,2354.0,42
2512632,2016-11-14,1,GROCERY I,3061.0,90
2514405,2016-11-15,1,BEVERAGES,2231.0,40
2514414,2016-11-15,1,GROCERY I,2802.0,69
2516187,2016-11-16,1,BEVERAGES,2818.0,55
2516196,2016-11-16,1,GROCERY I,2999.0,127
2517969,2016-11-17,1,BEVERAGES,2293.0,49
2517978,2016-11-17,1,GROCERY I,2545.0,90
2519751,2016-11-18,1,BEVERAGES,2229.0,45
2519760,2016-11-18,1,GROCERY I,2998.0,90
2521533,2016-11-19,1,BEVERAGES,2723.0,50
2521542,2016-11-19,1,GROCERY I,2850.0,92
2523315,2016-11-20,1,BEVERAGES,1293.0,40
2523324,2016-11-20,1,GROCERY I,1213.0,71
2525097,2016-11-21,1,BEVERAGES,2489.0,56
2525106,2016-11-21,1,GROCERY I,3097.0,92
2526879,2016-11-22,1,BEVERAGES,2074.0,52
2526888,2016-11-22,1,GROCERY I,2690.0,88
2528661,2016-11-23,1,BEVERAGES,2385.0,63
2528670,2016-11-23,1,GROCERY I,3054.0,103
2530443,2016-11-24,1,BEVERAGES,2126.0,65
2530452,2016-11-24,1,GROCERY I,2410.0,91
2532225,2016-11-25,1,BEVERAGES,2665.0,64
2532234,2016-11-25,1,GROCERY I,2652.0,90
2534007,2016-11-26,1,BEVERAGES,2669.0,57
2534016,2016-11-26,1,GROCERY I,2550.0,90
2535789,2016-11-27,1,BEVERAGES,1044.0,51
2535798,2016-11-27,1,GROCERY I,1210.0,78
2537571,2016-11-28,1,BEVERAGES,2655.0,64
2537580,2016-11-28,1,GROCERY I,3013.0,88
2539353,2016-11-29,1,BEVERAGES,2239.0,49
2539362,2016-11-29,1,GROCERY I,2584.0,85
2541135,2016-11-30,1,BEVERAGES,3301.0,68
2541144,2016-11-30,1,GROCERY I,3032.0,92
2542917,2016-12-01,1,BEVERAGES,2647.0,63
2542926,2016-12-01,1,GROCERY I,2663.0,108
2544699,2016-12-02,1,BEVERAGES,3314.0,65
2544708,2016-12-02,1,GROCERY I,4522.0,101
2546481,2016-12-03,1,BEVERAGES,2594.0,65
2546490,2016-12-03,1,GROCERY I,2767.0,91
2548263,2016-12-04,1,BEVERAGES,1316.0,51
2548272,2016-12-04,1,GROCERY I,1581.0,85
2550045,2016-12-05,1,BEVERAGES,2496.0,61
2550054,2016-12-05,1,GROCERY I,2852.0,93
2551827,2016-12-06,1,BEVERAGES,1037.0,51
2551836,2016-12-06,1,GROCERY I,1177.0,78
2553609,2016-12-07,1,BEVERAGES,3078.0,84
2553618,2016-12-07,1,GROCERY I,3695.0,167
2555391,2016-12-08,1,BEVERAGES,2378.0,55
2555400,2016-12-08,1,GROCERY I,3099.0,117
2557173,2016-12-09,1,BEVERAGES,2741.0,58
2557182,2016-12-09,1,GROCERY I,4320.0,114
2558955,2016-12-10,1,BEVERAGES,2677.0,60
2558964,2016-12-10,1,GROCERY I,2972.0,105
2560737,2016-12-11,1,BEVERAGES,1181.0,47
2560746,2016-12-11,1,GROCERY I,1417.0,92
2562519,2016-12-12,1,BEVERAGES,2701.0,61
2562528,2016-12-12,1,GROCERY I,2991.0,114
2564301,2016-12-13,1,BEVERAGES,3153.0,53
2564310,2016-12-13,1,GROCERY I,4624.0,108
2566083,2016-12-14,1,BEVERAGES,2422.0,60
2566092,2016-12-14,1,GROCERY I,4394.0,109
2567865,2016-12-15,1,BEVERAGES,2320.0,60
2567874,2016-12-15,1,GROCERY I,3410.0,109
2569647,2016-12-16,1,BEVERAGES,2312.0,62
2569656,2016-12-16,1,GROCERY I,3481.0,105
2571429,2016-12-17,1,BEVERAGES,2717.0,57
2571438,2016-12-17,1,GROCERY I,3451.0,113
2573211,2016-12-18,1,BEVERAGES,1651.0,52
2573220,2016-12-18,1,GROCERY I,2044.0,104
2574993,2016-12-19,1,BEVERAGES,3278.0,61
2575002,2016-12-19,1,GROCERY I,3872.0,118
2576775,2016-12-20,1,BEVERAGES,2768.0,68
2576784,2016-12-20,1,GROCERY I,4080.0,123
2578557,2016-12-21,1,BEVERAGES,3146.0,61
2578566,2016-12-21,1,GROCERY I,5162.0,116
2580339,2016-12-22,1,BEVERAGES,2574.0,63
2580348,2016-12-22,1,GROCERY I,5055.0,116
2582121,2016-12-23,1,BEVERAGES,2996.0,57
2582130,2016-12-23,1,GROCERY I,5386.0,125
2583903,2016-12-24,1,BEVERAGES,2576.0,56
2583912,2016-12-24,1,GROCERY I,3609.0,103
2585685,2016-12-26,1,BEVERAGES,696.0,39
2585694,2016-12-26,1,GROCERY I,904.0,80
2587467,2016-12-27,1,BEVERAGES,2379.0,56
2587476,2016-12-27,1,GROCERY I,3156.0,101
2589249,2016-12-28,1,BEVERAGES,2284.0,58
2589258,2016-12-28,1,GROCERY I,2761.0,105
2591031,2016-12-29,1,BEVERAGES,2054.0,51
2591040,2016-12-29,1,GROCERY I,2573.0,101
2592813,2016-12-30,1,BEVERAGES,2581.0,49
2592822,2016-12-30,1,GROCERY I,3292.0,103
2594595,2016-12-31,1,BEVERAGES,2318.0,53
2594604,2016-12-31,1,GROCERY I,2768.0,107
2596377,2017-01-01,1,BEVERAGES,0.0,0
2596386,2017-01-01,1,GROCERY I,0.0,0
2598159,2017-01-02,1,BEVERAGES,1434.0,31
2598168,2017-01-02,1,GROCERY I,1218.0,55
2599941,2017-01-03,1,BEVERAGES,3081.0,42
2599950,2017-01-03,1,GROCERY I,3507.0,78
2601723,2017-01-04,1,BEVERAGES,3039.0,54
2601732,2017-01-04,1,GROCERY I,3665.0,109
2603505,2017-01-05,1,BEVERAGES,2617.0,32
2603514,2017-01-05,1,GROCERY I,3085.0,49
2605287,2017-01-06,1,BEVERAGES,2761.0,39
2605296,2017-01-06,1,GROCERY I,3012.0,62
2607069,2017-01-07,1,BEVERAGES,2503.0,30
2607078,2017-01-07,1,GROCERY I,2898.0,49
2608851,2017-01-08,1,BEVERAGES,1356.0,32
2608860,2017-01-08,1,GROCERY I,1426.0,43
2610633,2017-01-09,1,BEVERAGES,4100.0,34
2610642,2017-01-09,1,GROCERY I,2850.0,50
2612415,2017-01-10,1,BEVERAGES,2370.0,35
2612424,2017-01-10,1,GROCERY I,2939.0,52
2614197,2017-01-11,1,BEVERAGES,2607.0,35
2614206,2017-01-11,1,GROCERY I,3265.0,48
2615979,2017-01-12,1,BEVERAGES,2430.0,31
2615988,2017-01-12,1,GROCERY I,2736.0,51
2617761,2017-01-13,1,BEVERAGES,2784.0,43
2617770,2017-01-13,1,GROCERY I,3014.0,65
2619543,2017-01-14,1,BEVERAGES,2978.0,41
2619552,2017-01-14,1,GROCERY I,2905.0,54
2621325,2017-01-15,1,BEVERAGES,1342.0,36
2621334,2017-01-15,1,GROCERY I,1410.0,50
2623107,2017-01-16,1,BEVERAGES,2609.0,41
2623116,2017-01-16,1,GROCERY I,2719.0,49
2624889,2017-01-17,1,BEVERAGES,2762.0,41
2624898,2017-01-17,1,GROCERY I,3896.0,63
2626671,2017-01-18,1,BEVERAGES,2746.0,41
2626680,2017-01-18,1,GROCERY I,3068.0,59
2628453,2017-01-19,1,BEVERAGES,2399.0,40
2628462,2017-01-19,1,GROCERY I,2395.0,48
2630235,2017-01-20,1,BEVERAGES,1924.0,39
2630244,2017-01-20,1,GROCERY I,2523.0,48
2632017,2017-01-21,1,BEVERAGES,2963.0,40
2632026,2017-01-21,1,GROCERY I,3212.0,51
2633799,2017-01-22,1,BEVERAGES,1083.0,32
2633808,2017-01-22,1,GROCERY I,1190.0,33
2635581,2017-01-23,1,BEVERAGES,3075.0,39
2635590,2017-01-23,1,GROCERY I,3208.0,49
2637363,2017-01-24,1,BEVERAGES,2499.0,40
2637372,2017-01-24,1,GROCERY I,2657.0,56
2639145,2017-01-25,1,BEVERAGES,2498.0,44
2639154,2017-01-25,1,GROCERY I,2830.0,56
2640927,2017-01-26,1,BEVERAGES,1829.0,26
2640936,2017-01-26,1,GROCERY I,2524.0,23
2642709,2017-01-27,1,BEVERAGES,2301.0,32
2642718,2017-01-27,1,GROCERY I,3039.0,31
2644491,2017-01-28,1,BEVERAGES,2662.0,30
2644500,2017-01-28,1,GROCERY I,2792.0,29
2646273,2017-01-29,1,BEVERAGES,1059.0,16
2646282,2017-01-29,1,GROCERY I,1354.0,23
2648055,2017-01-30,1,BEVERAGES,1986.0,30
2648064,2017-01-30,1,GROCERY I,2792.0,27
2649837,2017-01-31,1,BEVERAGES,1965.0,26
2649846,2017-01-31,1,GROCERY I,2463.0,32
2651619,2017-02-01,1,BEVERAGES,2399.0,28
2651628,2017-02-01,1,GROCERY I,3307.0,57
2653401,2017-02-02,1,BEVERAGES,2257.0,18
2653410,2017-02-02,1,GROCERY I,2807.0,27
2655183,2017-02-03,1,BEVERAGES,2236.0,20
2655192,2017-02-03,1,GROCERY I,3091.0,35
2656965,2017-02-04,1,BEVERAGES,2737.0,24
2656974,2017-02-04,1,GROCERY I,3198.0,44
2658747,2017-02-05,1,BEVERAGES,1063.0,20
2658756,2017-02-05,1,GROCERY I,1256.0,45
2660529,2017-02-06,1,BEVERAGES,2238.0,19
2660538,2017-02-06,1,GROCERY I,2561.0,37
2662311,2017-02-07,1,BEVERAGES,2169.0,23
2662320,2017-02-07,1,GROCERY I,2842.0,49
2664093,2017-02-08,1,BEVERAGES,2523.0,32
2664102,2017-02-08,1,GROCERY I,2993.0,68
2665875,2017-02-09,1,BEVERAGES,2112.0,12
2665884,2017-02-09,1,GROCERY I,2638.0,35
2667657,2017-02-10,1,BEVERAGES,2466.0,11
2667666,2017-02-10,1,GROCERY I,3484.0,39
2669439,2017-02-11,1,BEVERAGES,2596.0,11
2669448,2017-02-11,1,GROCERY I,2885.0,41
2671221,2017-02-12,1,BEVERAGES,1147.0,11
2671230,2017-02-12,1,GROCERY I,1210.0,30
2673003,2017-02-13,1,BEVERAGES,2449.0,16
2673012,2017-02-13,1,GROCERY I,3257.0,37
2674785,2017-02-14,1,BEVERAGES,2105.0,13
2674794,2017-02-14,1,GROCERY I,2848.0,26
2676567,2017-02-15,1,BEVERAGES,2141.0,17
2676576,2017-02-15,1,GROCERY I,2740.0,51
2678349,2017-02-16,1,BEVERAGES,1866.0,13
2678358,2017-02-16,1,GROCERY I,2643.0,53
2680131,2017-02-17,1,BEVERAGES,2286.0,16
2680140,2017-02-17,1,GROCERY I,2946.0,53
2681913,2017-02-18,1,BEVERAGES,2906.0,16
2681922,2017-02-18,1,GROCERY I,3462.0,54
2683695,2017-02-19,1,BEVERAGES,1019.0,16
2683704,2017-02-19,1,GROCERY I,1079.0,37
2685477,2017-02-20,1,BEVERAGES,2248.0,17
2685486,2017-02-20,1,GROCERY I,2697.0,54
2687259,2017-02-21,1,BEVERAGES,2419.0,19
2687268,2017-02-21,1,GROCERY I,2831.0,57
2689041,2017-02-22,1,BEVERAGES,2075.0,17
2689050,2017-02-22,1,GROCERY I,3362.0,69
2690823,2017-02-23,1,BEVERAGES,1923.0,13
2690832,2017-02-23,1,GROCERY I,2983.0,69
2692605,2017-02-24,1,BEVERAGES,2508.0,14
2692614,2017-02-24,1,GROCERY I,3120.0,66
2694387,2017-02-25,1,BEVERAGES,2198.0,15
2694396,2017-02-25,1,GROCERY I,2741.0,67
2696169,2017-02-26,1,BEVERAGES,690.0,9
2696178,2017-02-26,1,GROCERY I,927.0,50
2697951,2017-02-27,1,BEVERAGES,669.0,11
2697960,2017-02-27,1,GROCERY I,762.0,52
2699733,2017-02-28,1,BEVERAGES,1059.0,11
2699742,2017-02-28,1,GROCERY I,1392.0,53
2701515,2017-03-01,1,BEVERAGES,3343.0,25
2701524,2017-03-01,1,GROCERY I,3628.0,71
2703297,2017-03-02,1,BEVERAGES,2519.0,20
2703306,2017-03-02,1,GROCERY I,3323.0,52
2705079,2017-03-03,1,BEVERAGES,2536.0,13
2705088,2017-03-03,1,GROCERY I,3391.0,56
2706861,2017-03-04,1,BEVERAGES,2577.0,18
2706870,2017-03-04,1,GROCERY I,3002.0,55
2708643,2017-03-05,1,BEVERAGES,1039.0,12
2708652,2017-03-05,1,GROCERY I,1337.0,41
2710425,2017-03-06,1,BEVERAGES,1898.0,14
2710434,2017-03-06,1,GROCERY I,2819.0,39
2712207,2017-03-07,1,BEVERAGES,2625.0,9
2712216,2017-03-07,1,GROCERY I,4917.0,41
2713989,2017-03-08,1,BEVERAGES,2266.0,12
2713998,2017-03-08,1,GROCERY I,3218.0,40
2715771,2017-03-09,1,BEVERAGES,2084.0,25
2715780,2017-03-09,1,GROCERY I,2700.0,28
2717553,2017-03-10,1,BEVERAGES,2418.0,29
2717562,2017-03-10,1,GROCERY I,2966.0,28
2719335,2017-03-11,1,BEVERAGES,2701.0,31
2719344,2017-03-11,1,GROCERY I,3023.0,21
2721117,2017-03-12,1,BEVERAGES,1338.0,23
2721126,2017-03-12,1,GROCERY I,1438.0,21
2722899,2017-03-13,1,BEVERAGES,2322.0,29
2722908,2017-03-13,1,GROCERY I,2858.0,22
2724681,2017-03-14,1,BEVERAGES,2216.0,29
2724690,2017-03-14,1,GROCERY I,2775.0,22
2726463,2017-03-15,1,BEVERAGES,2648.0,29
2726472,2017-03-15,1,GROCERY I,3097.0,26
2728245,2017-03-16,1,BEVERAGES,2057.0,28
2728254,2017-03-16,1,GROCERY I,2933.0,22
2730027,2017-03-17,1,BEVERAGES,2955.0,31
2730036,2017-03-17,1,GROCERY I,3456.0,20
2731809,2017-03-18,1,BEVERAGES,2502.0,29
2731818,2017-03-18,1,GROCERY I,3015.0,20
2733591,2017-03-19,1,BEVERAGES,1094.0,22
2733600,2017-03-19,1,GROCERY I,1458.0,19
2735373,2017-03-20,1,BEVERAGES,2370.0,25
2735382,2017-03-20,1,GROCERY I,3157.0,19
2737155,2017-03-21,1,BEVERAGES,2873.0,21
2737164,2017-03-21,1,GROCERY I,3562.0,21
2738937,2017-03-22,1,BEVERAGES,2658.0,24
2738946,2017-03-22,1,GROCERY I,3074.0,27
2740719,2017-03-23,1,BEVERAGES,2333.0,20
2740728,2017-03-23,1,GROCERY I,2728.0,22
2742501,2017-03-24,1,BEVERAGES,2745.0,19
2742510,2017-03-24,1,GROCERY I,3321.0,24
2744283,2017-03-25,1,BEVERAGES,2356.0,21
2744292,2017-03-25,1,GROCERY I,2853.0,25
2746065,2017-03-26,1,BEVERAGES,1110.0,16
2746074,2017-03-26,1,GROCERY I,1330.0,18
2747847,2017-03-27,1,BEVERAGES,2388.0,21
2747856,2017-03-27,1,GROCERY I,2830.0,22
2749629,2017-03-28,1,BEVERAGES,2184.0,17
2749638,2017-03-28,1,GROCERY I,2937.0,20
2751411,2017-03-29,1,BEVERAGES,2450.0,23
2751420,2017-03-29,1,GROCERY I,3104.0,29
2753193,2017-03-30,1,BEVERAGES,1971.0,3
2753202,2017-03-30,1,GROCERY I,2557.0,34
2754975,2017-03-31,1,BEVERAGES,2351.0,7
2754984,2017-03-31,1,GROCERY I,3185.0,38
2756757,2017-04-01,1,BEVERAGES,3229.0,8
2756766,2017-04-01,1,GROCERY I,3912.0,39
2758539,2017-04-02,1,BEVERAGES,1210.0,9
2758548,2017-04-02,1,GROCERY I,1482.0,25
2760321,2017-04-03,1,BEVERAGES,2097.0,9
2760330,2017-04-03,1,GROCERY I,2886.0,32
2762103,2017-04-04,1,BEVERAGES,2249.0,9
2762112,2017-04-04,1,GROCERY I,2785.0,31
2763885,2017-04-05,1,BEVERAGES,2687.0,8
2763894,2017-04-05,1,GROCERY I,3492.0,43
2765667,2017-04-06,1,BEVERAGES,2164.0,10
2765676,2017-04-06,1,GROCERY I,2461.0,43
2767449,2017-04-07,1,BEVERAGES,2527.0,7
2767458,2017-04-07,1,GROCERY I,3054.0,42
2769231,2017-04-08,1,BEVERAGES,2729.0,9
2769240,2017-04-08,1,GROCERY I,3174.0,45
2771013,2017-04-09,1,BEVERAGES,1175.0,7
2771022,2017-04-09,1,GROCERY I,1394.0,28
2772795,2017-04-10,1,BEVERAGES,2033.0,8
2772804,2017-04-10,1,GROCERY I,2437.0,42
2774577,2017-04-11,1,BEVERAGES,2116.0,11
2774586,2017-04-11,1,GROCERY I,2674.0,48
2776359,2017-04-12,1,BEVERAGES,2457.0,21
2776368,2017-04-12,1,GROCERY I,3374.0,76
2778141,2017-04-13,1,BEVERAGES,2599.0,27
2778150,2017-04-13,1,GROCERY I,2931.0,67
2779923,2017-04-14,1,BEVERAGES,817.0,14
2779932,2017-04-14,1,GROCERY I,790.0,38
2781705,2017-04-15,1,BEVERAGES,1946.0,13
2781714,2017-04-15,1,GROCERY I,2030.0,54
2783487,2017-04-16,1,BEVERAGES,1114.0,20
2783496,2017-04-16,1,GROCERY I,1185.0,60
2785269,2017-04-17,1,BEVERAGES,2731.0,23
2785278,2017-04-17,1,GROCERY I,3641.0,73
2787051,2017-04-18,1,BEVERAGES,2102.0,20
2787060,2017-04-18,1,GROCERY I,2579.0,65
2788833,2017-04-19,1,BEVERAGES,2426.0,27
2788842,2017-04-19,1,GROCERY I,2972.0,95
2790615,2017-04-20,1,BEVERAGES,1948.0,23
2790624,2017-04-20,1,GROCERY I,2546.0,72
2792397,2017-04-21,1,BEVERAGES,2600.0,25
2792406,2017-04-21,1,GROCERY I,3112.0,75
2794179,2017-04-22,1,BEVERAGES,2785.0,32
2794188,2017-04-22,1,GROCERY I,2824.0,69
2795961,2017-04-23,1,BEVERAGES,1047.0,23
2795970,2017-04-23,1,GROCERY I,1163.0,54
2797743,2017-04-24,1,BEVERAGES,2419.0,36
2797752,2017-04-24,1,GROCERY I,2540.0,75
2799525,2017-04-25,1,BEVERAGES,2083.0,27
2799534,2017-04-25,1,GROCERY I,2817.0,71
2801307,2017-04-26,1,BEVERAGES,2608.0,29
2801316,2017-04-26,1,GROCERY I,2868.0,75
2803089,2017-04-27,1,BEVERAGES,2022.0,32
2803098,2017-04-27,1,GROCERY I,2301.0,72
2804871,2017-04-28,1,BEVERAGES,2235.0,28
2804880,2017-04-28,1,GROCERY I,2876.0,90
2806653,2017-04-29,1,BEVERAGES,2156.0,33
2806662,2017-04-29,1,GROCERY I,2426.0,74
2808435,2017-04-30,1,BEVERAGES,995.0,17
2808444,2017-04-30,1,GROCERY I,886.0,57
2810217,2017-05-01,1,BEVERAGES,825.0,15
2810226,2017-05-01,1,GROCERY I,891.0,38
2811999,2017-05-02,1,BEVERAGES,3179.0,26
2812008,2017-05-02,1,GROCERY I,4193.0,61
2813781,2017-05-03,1,BEVERAGES,2479.0,28
2813790,2017-05-03,1,GROCERY I,3777.0,79
2815563,2017-05-04,1,BEVERAGES,2454.0,15
2815572,2017-05-04,1,GROCERY I,2800.0,51
2817345,2017-05-05,1,BEVERAGES,2243.0,17
2817354,2017-05-05,1,GROCERY I,2991.0,54
2819127,2017-05-06,1,BEVERAGES,2735.0,13
2819136,2017-05-06,1,GROCERY I,2752.0,52
2820909,2017-05-07,1,BEVERAGES,1019.0,11
2820918,2017-05-07,1,GROCERY I,1103.0,33
2822691,2017-05-08,1,BEVERAGES,2317.0,16
2822700,2017-05-08,1,GROCERY I,2854.0,40
2824473,2017-05-09,1,BEVERAGES,1943.0,15
2824482,2017-05-09,1,GROCERY I,2763.0,52
2826255,2017-05-10,1,BEVERAGES,2033.0,24
2826264,2017-05-10,1,GROCERY I,2925.0,75
2828037,2017-05-11,1,BEVERAGES,1697.0,20
2828046,2017-05-11,1,GROCERY I,2233.0,38
2829819,2017-05-12,1,BEVERAGES,2472.0,26
2829828,2017-05-12,1,GROCERY I,3532.0,39
2831601,2017-05-13,1,BEVERAGES,2498.0,27
2831610,2017-05-13,1,GROCERY I,2931.0,43
2833383,2017-05-14,1,BEVERAGES,883.0,18
2833392,2017-05-14,1,GROCERY I,931.0,23
2835165,2017-05-15,1,BEVERAGES,2280.0,28
2835174,2017-05-15,1,GROCERY I,2531.0,43
2836947,2017-05-16,1,BEVERAGES,2393.0,28
2836956,2017-05-16,1,GROCERY I,2822.0,47
2838729,2017-05-17,1,BEVERAGES,2374.0,31
2838738,2017-05-17,1,GROCERY I,3131.0,40
2840511,2017-05-18,1,BEVERAGES,2154.0,26
2840520,2017-05-18,1,GROCERY I,2600.0,38
2842293,2017-05-19,1,BEVERAGES,2743.0,30
2842302,2017-05-19,1,GROCERY I,3077.0,36
2844075,2017-05-20,1,BEVERAGES,2379.0,28
2844084,2017-05-20,1,GROCERY I,2573.0,43
2845857,2017-05-21,1,BEVERAGES,974.0,23
2845866,2017-05-21,1,GROCERY I,1205.0,32
2847639,2017-05-22,1,BEVERAGES,2620.0,25
2847648,2017-05-22,1,GROCERY I,2842.0,39
2849421,2017-05-23,1,BEVERAGES,2365.0,25
2849430,2017-05-23,1,GROCERY I,2665.0,41
2851203,2017-05-24,1,BEVERAGES,2611.0,26
